va,vb,exp,sim,sign_error,exp_error,man_error
899c,b834,05e5,05e4,False,0,1
3f47,07b8,0b06,0b05,False,0,1
ba68,d16a,5056,5055,False,0,1
3dd2,c488,c698,c697,False,0,1
1258,a8bf,81e2,8000,False,0,482
9c61,1d01,815f,8000,False,0,351
335c,d178,c908,c907,False,0,1
cb20,99b0,2911,2910,False,0,1
a46f,2581,8e1a,8e19,False,0,1
8358,bc16,036a,0380,False,0,-22
c42c,6829,f057,f056,False,0,1
4ffa,8da2,a19e,a19d,False,0,1
24df,450d,2e27,2e26,False,0,1
0291,68b1,2e05,2fb3,False,0,-430
e6f3,1df4,c92c,c92b,False,0,1
c443,3796,c00b,c00a,False,0,1
4de0,90ff,a357,a356,False,0,1
a9c6,16c4,84e2,84e1,False,0,1
b014,3e28,b247,b246,False,0,1
44f8,3cd1,45fc,45fb,False,0,1
8f02,ca98,1dc7,1dc6,False,0,1
2827,391d,254f,254e,False,0,1
c49c,1a83,a381,a380,False,0,1
c9c3,5a3b,e87d,e87c,False,0,1
6f66,2d5e,60f7,60f6,False,0,1
0f05,370d,0a30,0a2f,False,0,1
365d,5751,51d2,51d1,False,0,1
27fc,c03e,ac3c,ac3b,False,0,1
ee8a,13f1,c67e,c67d,False,0,1
495f,03bc,1104,1131,False,0,-45
c804,afd0,3bd8,3bd7,False,0,1
54c1,8244,9963,9b72,False,0,-527
9839,cac7,2728,2727,False,0,1
2e18,1544,0803,0802,False,0,1
832a,abe6,0032,0000,False,0,50
63ec,32e5,5ad4,5ad3,False,0,1
cb08,9cf0,2c57,2c56,False,0,1
ce5d,392a,cc1c,cc1b,False,0,1
c2de,3196,b8cc,b8cb,False,0,1
0656,3056,00dc,0000,False,0,220
12f7,c024,9736,9735,False,0,1
b47d,1c27,94a9,94a8,False,0,1
9c7a,0413,8005,8000,False,0,5
d60e,9ab0,3510,350f,False,0,1
c55f,423f,cc32,cc31,False,0,1
bdba,2fcf,b197,b196,False,0,1
b59d,0da5,87ec,87eb,False,0,1
4c06,eeab,fc00,feb5,False,0,-693
1f20,c6b8,a9fc,a9fb,False,0,1
a70a,45c2,b111,b110,False,0,1
9e98,0b5b,8018,8000,False,0,24
8412,36aa,81b2,8000,False,0,434
0448,d6e0,9f5c,9f5b,False,0,1
ee54,a97f,5c59,5c58,False,0,1
b678,b8dc,33dc,33db,False,0,1
2c34,5162,41a8,41a7,False,0,1
e71d,c014,6b41,6b40,False,0,1
d1f2,67dd,fc00,fdd7,False,0,-471
4b04,2fc8,3ed3,3ed2,False,0,1
1c18,fa74,da9b,da9a,False,0,1
4d5f,a6e9,b8a4,b8a3,False,0,1
60c7,3bed,60bc,60bb,False,0,1
d818,85f2,2216,2215,False,0,1
561c,3fd3,59fa,59f9,False,0,1
209f,5c58,4105,4104,False,0,1
17fe,21d5,0175,0000,False,0,373
6489,a9d6,d29e,d29d,False,0,1
3458,6bd5,6441,6440,False,0,1
1060,8c07,8002,8000,False,0,2
c825,bbf6,4820,481f,False,0,1
a64f,543e,beb1,beb0,False,0,1
153b,3700,1094,1093,False,0,1
b0ef,91bc,0713,0712,False,0,1
8214,a4e9,000a,0000,False,0,10
a69c,c366,2e1d,2e1c,False,0,1
033c,7524,3c28,3ca6,False,0,-126
2566,1431,016a,0000,False,0,362
02be,6c4d,31e6,333f,False,0,-345
4fa3,85c8,9985,9984,False,0,1
973d,865d,0003,0000,False,0,3
5cd5,0047,155c,212a,False,-3,50
9755,e29b,3e0e,3e0d,False,0,1
eee8,4e67,fc00,8186,False,31,-390
beed,fabf,7c00,7dd7,False,0,-471
2df0,b45a,a676,a675,False,0,1
6270,b953,e049,e048,False,0,1
946d,89a0,0003,0000,False,0,3
0eee,6c56,3f83,3f82,False,0,1
446b,3f8c,482b,482a,False,0,1
0448,2712,001e,0000,False,0,30
81e8,d882,1c4c,1ea7,False,0,-603
4d46,67ba,7918,7917,False,0,1
3048,1de0,124a,1249,False,0,1
9155,8e80,0004,0000,False,0,4
4100,79f1,7c00,7f6d,False,0,-877
a9b8,3937,a775,a774,False,0,1
e71c,5390,fc00,feb8,False,0,-696
e26a,4d99,f47d,f47c,False,0,1
14e7,0af9,0004,0000,False,0,4
b1f2,35d9,ac59,ac58,False,0,1
ba0a,ca00,4888,4887,False,0,1
c3a8,14d7,9ca2,9ca1,False,0,1
0924,1b20,0009,0000,False,0,9
77a2,bf17,fac4,fac3,False,0,1
5385,1bd6,335e,335d,False,0,1
4517,cb85,d4c9,d4c8,False,0,1
8ff0,d623,2a17,2a16,False,0,1
e696,55be,fc00,80ba,False,31,-186
bd9c,9670,1884,1883,False,0,1
b563,95f2,1001,1000,False,0,1
f7b8,2de4,e9af,e9ae,False,0,1
e6d3,33e1,deb9,deb8,False,0,1
846e,1c12,8005,8000,False,0,5
be9a,37b0,ba58,ba57,False,0,1
0302,d8e5,9f5c,a049,False,-1,787
e61e,0b20,b573,b572,False,0,1
96ad,d58e,30a3,30a2,False,0,1
240f,ee08,d61f,d61e,False,0,1
ed6f,3d3a,ef1a,ef19,False,0,1
bab7,0fef,8ea9,8ea8,False,0,1
584c,55a0,720b,720a,False,0,1
24d8,7748,6069,6068,False,0,1
1e46,5a58,3cfa,3cf9,False,0,1
f3d2,8ad4,42ad,42ac,False,0,1
2bfb,8cb8,812d,8000,False,0,301
a1d0,9a2d,023e,0000,False,0,574
17a6,599e,355f,355e,False,0,1
5a09,0dd0,2c63,2c62,False,0,1
af90,1a97,8e3b,8e3a,False,0,1
9cb8,a140,0319,0231,False,0,232
f4c1,83d9,3c93,3ca9,False,0,-22
9468,21ba,80ca,8000,False,0,202
b3e0,4d0a,c4f6,c4f5,False,0,1
2e0e,29b1,1c4f,1c4e,False,0,1
c4f0,bd50,468f,468e,False,0,1
d0c4,c67b,5bb9,5bb8,False,0,1
c708,8e88,19be,19bd,False,0,1
2bf6,8a9e,80d3,8000,False,0,211
8694,4330,8de9,8de8,False,0,1
6d7b,0b30,3ced,3cec,False,0,1
ceb9,3072,c379,c378,False,0,1
988f,16e1,803f,8000,False,0,63
faf2,43be,fc00,82b8,False,31,-696
39da,516f,4ff3,4ff2,False,0,1
0622,c843,9289,9288,False,0,1
483a,99e9,a63f,a63e,False,0,1
c712,84c0,1033,1032,False,0,1
2efc,aeb1,a1d8,a1d7,False,0,1
ac8c,0412,804a,8000,False,0,74
2808,46f5,3303,3302,False,0,1
5642,1a2c,34d4,34d3,False,0,1
9318,17b0,801b,8000,False,0,27
8ecf,227b,8058,8000,False,0,88
957b,92fe,0013,0000,False,0,19
c3f8,c432,4c2e,4c2d,False,0,1
d608,6570,fc00,8019,False,31,-25
1f0e,9daf,8282,8000,False,0,642
1f4d,ba4f,9dc2,9dc1,False,0,1
b891,528f,cf7d,cf7c,False,0,1
5ae1,c5b8,e4eb,e4ea,False,0,1
65ac,cfc0,f97f,f97e,False,0,1
691c,9c31,c95b,c95a,False,0,1
9b8a,43a0,a330,a32f,False,0,1
39e0,f050,ee56,ee55,False,0,1
af3e,ba84,2de6,2de5,False,0,1
8de5,618e,b418,b417,False,0,1
28e7,1ed8,0c32,0c31,False,0,1
22ee,edb2,d4ef,d4ee,False,0,1
4d31,20e0,3254,3253,False,0,1
9bac,9a31,00be,0000,False,0,190
2d5c,9e5c,9043,9042,False,0,1
5989,8574,a38c,a38b,False,0,1
d79e,a67b,422c,422b,False,0,1
65aa,d0dc,fae2,fae1,False,0,1
18b0,3679,1396,1395,False,0,1
7ae1,3640,7560,755f,False,0,1
060a,92f6,8001,8000,False,0,1
6a9b,d320,fc00,81e2,False,31,-482
bbb2,2234,a1f8,a1f7,False,0,1
bdb4,0b72,8d4f,8d4e,False,0,1
a318,6031,c76f,c76e,False,0,1
7932,b12d,eeb9,eeb8,False,0,1
2b9e,5100,40c3,40c2,False,0,1
ead1,4456,f364,f363,False,0,1
d2b6,b594,4cae,4cad,False,0,1
0be0,5da0,2d8a,2d89,False,0,1
1630,a4ea,81e6,8000,False,0,486
f8cc,1280,cfcc,cfcb,False,0,1
a0b0,35a7,9aa0,9a9f,False,0,1
a5db,a43e,0e36,0e35,False,0,1
84d5,9c88,0005,0000,False,0,5
12a5,8ba2,8003,8000,False,0,3
948e,e264,3b47,3b46,False,0,1
e9e7,02f7,b060,b123,False,0,-195
2d00,78ab,69d6,69d5,False,0,1
43d4,b3da,bbaf,bbae,False,0,1
bd4b,e6ee,6896,6895,False,0,1
3796,1ece,1a74,1a73,False,0,1
0000,90ac,8000,0000,True,0,0
2dd9,f626,e87f,e87e,False,0,1
a708,764b,e188,e187,False,0,1
09c2,71d8,4035,4034,False,0,1
e610,40ac,eb15,eb14,False,0,1
56b0,b8d2,d408,d407,False,0,1
3b72,2475,2426,2425,False,0,1
9060,0834,8001,8000,False,0,1
a8ac,f32b,6030,602f,False,0,1
1d53,1138,0038,0000,False,0,56
3013,327b,269a,2699,False,0,1
4486,21b8,2a78,2a77,False,0,1
2f2c,99d1,8d37,8d36,False,0,1
3cf0,87f4,88e9,88e8,False,0,1
6d17,b5bb,e74b,e74a,False,0,1
809e,d6fd,1450,1c08,False,-2,72
2128,9cf2,8330,825f,False,0,209
85b3,b195,00ff,0000,False,0,255
852f,1328,8001,8000,False,0,1
0e88,e02a,b2cd,b2cc,False,0,1
b92a,ef44,6cb1,6cb0,False,0,1
2d24,2ff0,211a,2119,False,0,1
4e4d,5c84,6f1d,6f1c,False,0,1
b5e5,1a88,94d0,94cf,False,0,1
639c,cbe1,f37f,f37e,False,0,1
29dc,69c1,5837,5836,False,0,1
b89b,79ce,f6af,f6ae,False,0,1
1ae2,51c4,30f6,30f5,False,0,1
3e65,8152,821c,8440,False,-1,476
9630,4cd4,a778,a777,False,0,1
6218,30f0,5786,5785,False,0,1
0052,312f,000d,0000,False,0,13
25a5,1558,01e3,0000,False,0,483
2196,bb94,a14b,a14a,False,0,1
2280,d138,b83e,b83d,False,0,1
3366,c272,b9f6,b9f5,False,0,1
d518,4215,dbbf,dbbe,False,0,1
3336,4330,3a7b,3a7a,False,0,1
791f,0af3,4873,4872,False,0,1
8e3b,5dcd,b085,b084,False,0,1
aa96,5cc9,cbe1,cbe0,False,0,1
9748,c0f7,1c85,1c84,False,0,1
d95a,ae06,4c08,4c07,False,0,1
63e0,aa8d,d273,d272,False,0,1
e34e,8334,29d9,2a93,False,0,-186
1e2b,26e6,0952,0951,False,0,1
6187,07d3,2d68,2d67,False,0,1
76f0,2e11,6943,6942,False,0,1
3510,3ef9,386a,3869,False,0,1
bd06,58e6,da27,da26,False,0,1
7030,2525,5963,5962,False,0,1
3814,eeeb,eb0e,eb0d,False,0,1
be2e,53e3,d618,d617,False,0,1
d0ce,3457,c937,c936,False,0,1
5478,e654,fc00,ff11,False,0,-785
a920,9a60,0816,0815,False,0,1
8700,f194,3ce2,3ce1,False,0,1
54d4,1618,2f5b,2f5a,False,0,1
744a,1c77,54ca,54c9,False,0,1
f8d9,4240,fc00,ff93,False,0,-915
d118,81a6,1433,1731,False,0,-766
a729,0bc4,806f,8000,False,0,111
764f,a6a2,e13b,e13a,False,0,1
7ab6,4216,7c00,011a,False,31,-282
10d4,112b,0006,0000,False,0,6
ee3c,1caf,cf4d,cf4c,False,0,1
0de9,6a63,3cb8,3cb7,False,0,1
14fc,44ea,1e20,1e1f,False,0,1
3fe4,9f39,a320,a31f,False,0,1
a48b,1ed6,87c4,87c3,False,0,1
5286,40a1,578d,578c,False,0,1
302c,b280,a6c8,a6c7,False,0,1
11a6,a6d8,8135,8000,False,0,309
8eaf,6a89,bd76,bd75,False,0,1
4278,ee3a,f509,f508,False,0,1
2060,149f,00a2,0000,False,0,162
0d2c,6373,34d1,34d0,False,0,1
d759,346e,d012,d011,False,0,1
835c,b3ad,00ce,0000,False,0,206
dd65,9db0,3fac,3fab,False,0,1
b9bb,83e4,02c9,0000,False,0,713
9f57,3880,9c21,9c20,False,0,1
8d8d,cd1e,1f1a,1f19,False,0,1
d43c,bc62,54a4,54a3,False,0,1
6740,40e2,6c6d,6c6c,False,0,1
0e19,74bc,4738,4737,False,0,1
9d32,2a2a,8c01,8c00,False,0,1
8776,6228,adbe,adbd,False,0,1
1034,0a03,0002,0000,False,0,2
e634,4648,f0df,f0de,False,0,1
8bc1,8dc8,0001,0000,False,0,1
2520,4778,30c9,30c8,False,0,1
5827,bb09,d74e,d74d,False,0,1
1164,99dc,8020,8000,False,0,32
845c,9c1a,0004,0000,False,0,4
913a,26b7,8119,8000,False,0,281
cf41,d915,6c9c,6c9b,False,0,1
2649,a27a,8d17,8d16,False,0,1
2718,10ba,010c,0000,False,0,268
1406,40a7,18ae,18ad,False,0,1
3853,27fa,2450,244f,False,0,1
ad62,b405,2569,2568,False,0,1
10a1,9cbc,802c,8000,False,0,44
d178,d2a8,688d,688c,False,0,1
38e0,f150,ee7a,ee79,False,0,1
d94c,df89,7c00,7cfd,False,0,-253
b980,910d,0ef2,0ef1,False,0,1
23bf,1d73,0547,0546,False,0,1
2376,5450,3c06,3c05,False,0,1
06d6,3f26,0a1c,0a1b,False,0,1
81c9,6cd6,b051,b2fe,False,0,-685
17d8,9e24,80c1,8000,False,0,193
b736,f842,73ad,73ac,False,0,1
60aa,42c4,67e4,67e3,False,0,1
18e1,07f9,0005,0000,False,0,5
3ce5,0dd0,0f1d,0f1c,False,0,1
a90c,40c1,ae00,adff,False,0,1
860e,108d,8001,8000,False,0,1
2d30,8c72,8171,8000,False,0,369
937a,2853,8205,8000,False,0,517
bb3a,1a52,99b6,99b5,False,0,1
419a,2bd5,317c,317b,False,0,1
0ae0,28b0,0081,0000,False,0,129
b9a4,1678,9490,948f,False,0,1
01ea,dbac,9f58,a1ab,False,-1,429
951f,508e,a9d5,a9d4,False,0,1
c155,10c6,965d,965c,False,0,1
095e,501a,1d81,1d80,False,0,1
863b,1fb9,800c,8000,False,0,12
571a,6314,7c00,7e48,False,0,-584
bbf9,25f0,a5eb,a5ea,False,0,1
00fe,7260,3253,37f4,False,-1,-417
76f6,beb1,f9d3,f9d2,False,0,1
2ae2,41c5,30f7,30f6,False,0,1
596c,4995,6791,6790,False,0,1
26e5,ce90,b9a8,b9a7,False,0,1
157a,18a1,0033,0000,False,0,51
2cd8,2a4a,1b9e,1b9d,False,0,1
ae34,d29e,4522,4521,False,0,1
3100,770c,6c68,6c67,False,0,1
24bb,6234,4b56,4b55,False,0,1
b8db,5aae,d80e,d80d,False,0,1
9b62,b2a8,1225,1224,False,0,1
c12d,dc65,61b0,61af,False,0,1
36fe,bd59,b8ad,b8ac,False,0,1
6a53,aea0,dd3d,dd3c,False,0,1
0774,6db8,3954,3953,False,0,1
9971,9db2,00f8,0000,False,0,248
9a27,d6d1,353e,353d,False,0,1
e131,230e,c894,c893,False,0,1
a6d3,356f,a0a3,a0a2,False,0,1
b6fd,a192,1cde,1cdd,False,0,1
b224,9220,08b4,08b3,False,0,1
0668,2bfa,0066,0000,False,0,102
51dc,13c8,29b3,29b2,False,0,1
452d,2802,3130,312f,False,0,1
3f2a,e68c,e9dd,e9dc,False,0,1
56f4,88a4,a409,a408,False,0,1
8fe1,9cc4,0026,0000,False,0,38
3fb0,4382,4737,4736,False,0,1
0787,1fe6,000f,0000,False,0,15
9770,b2a0,0e29,0e28,False,0,1
b683,645a,df16,df15,False,0,1
c5e2,e61e,7080,707f,False,0,1
c789,4164,cd14,cd13,False,0,1
20b4,ec38,d0f6,d0f5,False,0,1
568e,b741,d1f2,d1f1,False,0,1
61fb,b502,db7d,db7c,False,0,1
4fde,91ff,a5e6,a5e5,False,0,1
c900,868b,1417,1416,False,0,1
bf07,e3a9,66bb,66ba,False,0,1
82af,137b,8001,8000,False,0,1
e427,2860,d08b,d08a,False,0,1
44d9,ec38,f51d,f51c,False,0,1
ce04,12cf,a51f,a51e,False,0,1
fa1f,b742,758e,758d,False,0,1
95e8,9e28,0091,0000,False,0,145
ea88,bb4e,69f7,69f6,False,0,1
e908,9da6,4b1b,4b1a,False,0,1
2756,a9aa,9532,9531,False,0,1
f782,c1e9,7c00,7d8b,False,0,-395
edf8,a6aa,58f9,58f8,False,0,1
4a50,e706,f58b,f58a,False,0,1
8603,769a,c0f6,c0f5,False,0,1
84f3,5d7a,a6c7,a6c6,False,0,1
eba2,45b6,f573,f572,False,0,1
9f13,8366,0006,0000,False,0,6
0016,dee4,90bd,a309,False,-4,-588
4212,cf9a,d5c5,d5c4,False,0,1
eb09,c872,77d2,77d1,False,0,1
a333,4c9b,b425,b424,False,0,1
8b00,c832,1758,1757,False,0,1
b68e,c01c,3abc,3abb,False,0,1
a311,181a,81d0,8000,False,0,464
f0d0,82c8,36b1,3814,False,-1,669
006a,b2ad,8016,8000,False,0,22
0ba8,6060,3030,302f,False,0,1
b3f9,54f2,ccee,cced,False,0,1
a178,8bf2,002b,0000,False,0,43
b48c,7a21,f2f8,f2f7,False,0,1
db86,8fb2,2f3d,2f3c,False,0,1
add5,38b0,aad6,aad5,False,0,1
9318,9e27,0057,0000,False,0,87
10b4,98d4,8017,8000,False,0,23
4731,481a,5360,535f,False,0,1
a049,e0a6,44fb,44fa,False,0,1
4567,6c72,7601,7600,False,0,1
3dea,221e,2486,2485,False,0,1
6cfb,24aa,55cf,55ce,False,0,1
4149,03b8,08ea,0919,False,0,-47
ae18,91ba,045d,045c,False,0,1
6f96,31ac,6561,6560,False,0,1
bb32,4f46,ce8b,ce8a,False,0,1
94bc,def1,381c,381b,False,0,1
ac46,1e92,8f05,8f04,False,0,1
a8ff,6d8c,daee,daed,False,0,1
35cd,e55c,dfc6,dfc5,False,0,1
6281,b869,df2c,df2b,False,0,1
c35b,02cd,8926,8a40,False,0,-282
2ddb,079a,00b2,0000,False,0,178
138d,8c5c,8004,8000,False,0,4
46a0,6712,71db,71da,False,0,1
dd6f,87e8,295f,295e,False,0,1
026e,406d,0560,071d,False,0,-445
1840,63c1,401f,401e,False,0,1
3055,3755,2bf1,2bf0,False,0,1
c251,e829,6e92,6e91,False,0,1
f37d,c194,7939,7938,False,0,1
40ca,e2bd,e809,e808,False,0,1
7294,33a6,6a4a,6a49,False,0,1
f6d4,2a92,e59c,e59b,False,0,1
4aec,d4d2,e42c,e42b,False,0,1
956a,ed94,478d,478c,False,0,1
9e3c,0dd0,8024,8000,False,0,36
27e4,09c0,005b,0000,False,0,91
2cfa,529c,441d,441c,False,0,1
c850,8374,0f72,1004,False,-1,878
a15c,1f11,84bc,84bb,False,0,1
263c,90f8,80f8,8000,False,0,248
c450,8509,0d6e,0d6d,False,0,1
be74,eb2e,6dcb,6dca,False,0,1
9198,742a,c9d3,c9d2,False,0,1
c110,b79e,3cd2,3cd1,False,0,1
e658,c5d0,709c,709b,False,0,1
ab32,8654,005b,0000,False,0,91
ba99,75df,f4d8,f4d7,False,0,1
4a04,f23f,fc00,80b2,False,31,-178
c4cc,4e9b,d7ec,d7eb,False,0,1
ad11,f007,611a,6119,False,0,1
c307,ca35,5174,5173,False,0,1
ba77,5b55,d9ed,d9ec,False,0,1
8e5f,2134,8042,8000,False,0,66
21dd,c1f1,a85b,a85a,False,0,1
9b2c,ba02,1963,1962,False,0,1
4028,4298,46da,46d9,False,0,1
95c6,846e,0002,0000,False,0,2
ae95,20c0,93d1,93d0,False,0,1
cbe3,b0cf,40be,40bd,False,0,1
d752,50ec,ec81,ec80,False,0,1
db70,80f8,1b34,209e,False,-2,662
30be,1d9d,12a8,12a7,False,0,1
b607,08fd,83c2,8384,False,0,62
0931,26bf,0046,0000,False,0,70
daa4,b0a6,4fb8,4fb7,False,0,1
2ae2,6013,4f03,4f02,False,0,1
a269,452c,ac25,ac24,False,0,1
0f50,ad32,8260,8000,False,0,608
36ec,8217,80e7,8000,False,0,231
4a37,71cc,7c00,0080,False,31,-128
0d00,09c7,0001,0000,False,0,1
d5f2,2456,be72,be71,False,0,1
3a39,c4cd,c378,c377,False,0,1
8b67,2be5,80ea,8000,False,0,234
4dd4,58bc,6ae6,6ae5,False,0,1
e748,2c8a,d822,d821,False,0,1
bb91,c3ce,4362,4361,False,0,1
d66a,112f,ac28,ac27,False,0,1
1fdc,0f90,003b,0000,False,0,59
5932,1239,300b,300a,False,0,1
232d,995c,8267,8000,False,0,615
1b90,89a6,800b,8000,False,0,11
b2ae,6530,dc55,dc54,False,0,1
1ed0,4b6d,2e53,2e52,False,0,1
954e,6e14,c808,c807,False,0,1
196f,1d09,00db,0000,False,0,219
70ae,3add,7004,7003,False,0,1
62fc,5604,7c00,7d40,False,0,-320
128c,4fc4,265b,265a,False,0,1
9eaa,e162,447c,447b,False,0,1
e790,46be,f260,f25f,False,0,1
1987,188f,0065,0000,False,0,101
aaa8,93ed,034c,0000,False,0,844
4eb0,63c4,767e,767d,False,0,1
b4c0,8636,01d8,0000,False,0,472
31b8,dc82,d272,d271,False,0,1
1a24,0ac5,000a,0000,False,0,10
317a,a29d,9887,9886,False,0,1
623b,b8b1,df4f,df4e,False,0,1
b077,45a2,ba4a,ba49,False,0,1
2b2d,9164,826b,8000,False,0,619
9860,9855,004c,0000,False,0,76
2a04,3b18,2956,2955,False,0,1
8724,3869,83f0,83df,False,0,17
08ed,b1e0,81cf,8000,False,0,463
3cec,8474,857b,857a,False,0,1
5c62,2a10,4aa5,4aa4,False,0,1
42c9,fb5d,fc00,823e,False,31,-574
e5bd,09e1,b438,b437,False,0,1
a222,92a8,00a3,0000,False,0,163
b252,d5a0,4c72,4c71,False,0,1
ef15,256c,d8cd,d8cc,False,0,1
955b,145d,8017,8000,False,0,23
886d,50fa,9d82,9d81,False,0,1
1276,9b1b,802e,8000,False,0,46
0890,15a0,0003,0000,False,0,3
2660,9904,83ff,83fe,False,0,1
d710,3a1a,d563,d562,False,0,1
93b9,cd76,2546,2545,False,0,1
aca4,3011,a0b8,a0b7,False,0,1
4823,23a3,2fe6,2fe5,False,0,1
46e4,e362,ee5c,ee5b,False,0,1
c172,2098,a641,a640,False,0,1
545c,2982,4201,4200,False,0,1
3b8f,2189,213b,213a,False,0,1
93a4,72d2,ca84,ca83,False,0,1
9d26,8ac0,0011,0000,False,0,17
ba84,39f2,b8d8,b8d7,False,0,1
9eca,8c93,001f,0000,False,0,31
ae30,0ce2,81e3,8000,False,0,483
7206,0c4d,427a,4279,False,0,1
02c0,35ca,00ff,0000,False,0,255
b04c,f6a9,6b28,6b27,False,0,1
6058,07fe,2c57,2c56,False,0,1
b4aa,95a3,0e93,0e92,False,0,1
b10a,b5f8,2b85,2b84,False,0,1
a0f4,b836,1d37,1d36,False,0,1
54dd,4ca5,65a6,65a5,False,0,1
a4ac,db28,442e,442d,False,0,1
8c74,e38e,3435,3434,False,0,1
8c5a,f0f7,4167,4166,False,0,1
1811,7280,4e9c,4e9b,False,0,1
8597,cebb,18b4,18b3,False,0,1
5694,59d9,74cf,74ce,False,0,1
2286,14ae,00f4,0000,False,0,244
4db9,03e0,158b,15a2,False,0,-23
a080,0d80,8032,8000,False,0,50
d028,4a91,ded3,ded2,False,0,1
ba06,c364,4191,4190,False,0,1
0bc7,0e6b,0002,0000,False,0,2
8b98,a90a,0099,0000,False,0,153
27d2,b992,a572,a571,False,0,1
448d,612f,69e6,69e5,False,0,1
b718,a5f2,2146,2145,False,0,1
7913,b20c,efac,efab,False,0,1
d273,1a89,b145,b144,False,0,1
05e4,9ece,800a,8000,False,0,10
b028,132c,8774,8773,False,0,1
42b0,6163,6881,6880,False,0,1
1987,f52f,d32a,d329,False,0,1
1715,a0d4,8112,8000,False,0,274
98a2,1e62,80ed,8000,False,0,237
b213,86b9,0147,0000,False,0,327
465a,6fee,7a4c,7a4b,False,0,1
0863,a5a0,8031,8000,False,0,49
386c,0c10,087e,087d,False,0,1
6674,00ad,245c,2b8b,False,-1,-815
9b02,5e50,bd88,bd87,False,0,1
a2dc,0f4f,8064,8000,False,0,100
e734,88e0,3464,3463,False,0,1
76af,929a,cd84,cd83,False,0,1
18e4,6376,4090,408f,False,0,1
01c0,eba6,aeb1,b17f,False,-1,306
f773,c055,7c00,7c08,False,0,-8
9c03,22ea,8378,82ef,False,0,137
85d2,2398,8016,8000,False,0,22
1a5a,ece0,cbbe,cbbd,False,0,1
16ba,a740,830c,8000,False,0,780
2771,b033,9bd0,9bcf,False,0,1
ea18,d0c0,7c00,7f3c,False,0,-828
2afb,b8a1,a80a,a809,False,0,1
264a,9060,80dc,8000,False,0,220
7915,22f4,606b,606a,False,0,1
2bbd,3c3a,2c17,2c16,False,0,1
e840,c0dd,6d2b,6d2a,False,0,1
9279,a34a,00bd,0000,False,0,189
b130,ca42,400f,400e,False,0,1
bb3b,d55e,54da,54d9,False,0,1
1907,f00e,cd19,cd18,False,0,1
d93f,ce5c,6c2c,6c2b,False,0,1
c487,2a10,b2dd,b2dc,False,0,1
b836,b903,3547,3546,False,0,1
1356,4ff5,274c,274b,False,0,1
cb2c,ee88,7c00,7dda,False,0,-474
217c,22e2,08b8,08b7,False,0,1
294f,11b8,01e6,0000,False,0,486
c84a,8aa0,171b,171a,False,0,1
92a2,2a34,8292,8000,False,0,658
86a0,ad60,008e,0000,False,0,142
d503,5604,ef8a,ef89,False,0,1
b331,5580,ccf2,ccf1,False,0,1
2f1a,fbf0,ef0c,ef0b,False,0,1
4dc4,6726,7927,7926,False,0,1
08b0,13e2,0002,0000,False,0,2
1257,b79d,8e09,8e08,False,0,1
1f98,5b93,3f31,3f30,False,0,1
e9e0,98bf,46f9,46f8,False,0,1
ab34,9b62,0aa6,0aa5,False,0,1
a534,1598,81d2,8000,False,0,466
a2b3,6ff4,d6a9,d6a8,False,0,1
6558,495e,732c,732b,False,0,1
1762,1e7c,00bf,0000,False,0,191
f599,c061,7a21,7a20,False,0,1
2f58,9cf4,908c,908b,False,0,1
35ef,8931,83da,83b3,False,0,39
b808,4d50,c95b,c95a,False,0,1
49b0,2c8b,3a76,3a75,False,0,1
0906,3f2d,0c82,0c81,False,0,1
a320,83d8,000e,0000,False,0,14
0a7e,919e,8002,8000,False,0,2
2cd0,2b5b,1c6d,1c6c,False,0,1
7820,06fa,4332,4331,False,0,1
316a,a66b,9c58,9c57,False,0,1
bd1c,b50e,3675,3674,False,0,1
cfb6,e8fc,7c00,7ccd,False,0,-205
c264,958b,1c6e,1c6d,False,0,1
ef58,cf6f,7c00,02d2,False,31,-722
90f0,5415,a90a,a909,False,0,1
8585,cfba,1955,1954,False,0,1
7357,2509,5c9f,5c9e,False,0,1
e75d,4f2c,fa9a,fa99,False,0,1
0555,f441,bdac,bdab,False,0,1
d186,c0d6,56ae,56ad,False,0,1
2d6c,8add,812a,8000,False,0,298
813d,bcda,0180,025a,False,0,-218
b1c8,07aa,8162,8000,False,0,354
9795,3672,921c,921b,False,0,1
538b,1ad8,3274,3273,False,0,1
b4f9,a038,193f,193e,False,0,1
3597,6476,5e3c,5e3b,False,0,1
e3ce,cf5d,772f,772e,False,0,1
49b6,b86d,c652,c651,False,0,1
83a3,9ed7,0006,0000,False,0,6
236a,be1a,a5a8,a5a7,False,0,1
7b25,96d0,d616,d615,False,0,1
ade5,30f0,a347,a346,False,0,1
45ef,dc71,e697,e696,False,0,1
8b2b,bfe7,0f15,0f14,False,0,1
f97b,0fe8,cd6b,cd6a,False,0,1
9774,ae30,09c4,09c3,False,0,1
270e,4953,34b2,34b1,False,0,1
a20e,f469,5aad,5aac,False,0,1
941b,ebb4,43e8,43e7,False,0,1
0ec9,2dbc,026f,0000,False,0,623
f833,a0ab,5ce7,5ce6,False,0,1
08b7,27f8,004b,0000,False,0,75
b076,d82b,4ca6,4ca5,False,0,1
8cb2,24b4,8058,8000,False,0,88
016a,de72,a08f,a45c,False,-1,51
c8c7,ca54,578f,578e,False,0,1
4d00,6177,72d5,72d4,False,0,1
199d,c0e4,9edd,9edc,False,0,1
