va,vb,exp,sim,sign_error,exp_error,man_error
90c0,1011,8578,84af,False,0,201
14d0,822e,14ad,149f,False,0,14
9981,8090,9986,9993,False,0,-13
fbec,f4b3,fc00,fd23,False,0,-291
81bc,a778,a77a,a77b,False,0,-1
1c66,023a,1c6f,1c72,False,0,-3
f78e,fbbf,fc00,fdc3,False,0,-451
c1ba,3bc3,bf92,bf93,False,0,-1
7bff,6d39,7c00,7c53,False,0,-83
9bfa,8364,9c0b,9c0c,False,0,-1
0183,8932,8870,87d1,False,1,-865
8a67,0c99,0596,0566,False,0,48
239f,02f0,23a5,23a6,False,0,-1
877b,0a24,04cd,0666,False,0,-409
185f,035a,187a,187c,False,0,-2
6c13,d9b5,6bcb,6bca,False,0,1
f87c,f783,fc00,fc1f,False,0,-31
03f0,067a,0935,0939,False,0,-4
022e,2097,209b,209d,False,0,-2
80de,9930,9937,9943,False,0,-12
216c,001a,216c,2170,False,0,-4
8f4a,0040,8f3a,8ec2,False,0,120
1ba6,027e,1bba,1bc0,False,0,-6
9366,81aa,939b,93c1,False,0,-38
7203,f866,f5ca,f5cb,False,0,-1
0c2c,86a7,0904,0905,False,0,-1
0a35,8380,0875,0855,False,0,32
20e3,8254,20de,20dd,False,0,1
17c0,82ba,1794,178a,False,0,10
b008,2bfb,ac12,ac13,False,0,-1
c4d9,3e27,c29e,c29f,False,0,-1
ac06,0f9b,abfd,abfc,False,0,1
1430,9365,07d8,047e,False,0,858
091a,884c,019c,0270,False,0,-212
7b41,6e92,7c00,7c0a,False,0,-10
13bc,a008,9f18,9f19,False,0,-1
af05,8114,af05,af06,False,0,-1
6e03,f468,f1ce,f1cf,False,0,-1
d445,4ab6,d2dc,d2dd,False,0,-1
0a8b,9143,8f40,8f41,False,0,-1
0c06,84ab,09b6,09b7,False,0,-1
9c2f,2440,2268,2269,False,0,-1
12ca,00e0,12e6,1318,False,0,-50
29db,00c5,29db,29dc,False,0,-1
9e52,0180,9e4c,9e47,False,0,5
00dc,8565,8489,817c,False,1,-243
8884,01ef,8719,8708,False,0,17
bc60,3376,bae2,bae3,False,0,-1
0ee1,8f00,807c,83c0,False,0,-836
283d,8021,283d,283c,False,0,1
81d0,a375,a379,a37b,False,0,-2
81de,8f34,8fac,8ff0,False,0,-68
5420,c76a,5353,5352,False,0,1
8100,03c1,02c1,0182,False,0,319
0350,8800,84b0,862c,False,0,-380
1e9d,a840,a6d9,a6d8,False,0,1
6037,d913,5de4,5de5,False,0,-1
659b,de87,63f2,63f3,False,0,-1
0059,1b82,1b85,1b93,False,0,-14
162c,ac0a,abe3,abe2,False,0,1
adcf,00d3,adcf,adce,False,0,1
a5df,2c1f,294e,294f,False,0,-1
f069,6beb,ecdc,ecdd,False,0,-1
7996,7b6c,7c00,7e81,False,0,-641
9a21,0205,9a11,9a09,False,0,8
00cc,9787,977a,9761,False,0,25
07bf,036e,0996,09bb,False,0,-37
9c00,07a3,9bc3,9bc2,False,0,1
21b9,8001,21b9,21b5,False,0,4
b22d,3c22,3ab9,3ab8,False,0,1
16a0,011f,16b2,16c9,False,0,-23
004b,85e3,8598,81df,False,1,-71
10fa,909d,02e8,002e,False,0,698
72ae,7b2a,7c00,7c6b,False,0,-107
bb80,5c02,5bfc,5bfd,False,0,-1
0202,8b2c,8a2b,89ac,False,0,127
05a2,86ec,814a,8128,False,0,34
2c76,00a2,2c76,2c77,False,0,-1
9b6f,82a8,9b84,9b8a,False,0,-6
0382,91d0,9160,9158,False,0,8
82e4,0b56,09e4,099d,False,0,71
3df6,c8b3,c7e8,c7e9,False,0,-1
6c08,dbd1,6b93,6b92,False,0,1
1338,9314,0120,0080,False,0,160
05c9,852e,009b,00d8,False,0,-61
8fdf,15e2,13d4,13d5,False,0,-1
26b8,a683,12a0,11a8,False,0,248
1b98,83c3,1b7a,1b79,False,0,1
9d96,0048,9d95,9d8d,False,0,8
1c88,8235,1c7f,1c7c,False,0,3
2890,a117,2694,2695,False,0,-1
2ea1,808a,2ea1,2ea0,False,0,1
9f98,1f60,8b00,8870,False,0,656
153a,0043,153e,155c,False,0,-30
5377,e420,e3c9,e3c8,False,0,1
0075,21ca,21cb,21ce,False,0,-3
8bbb,0938,8506,8683,False,0,-381
065b,80e8,0573,01f4,False,1,-129
fb77,fb78,fc00,ff78,False,0,-888
086c,86d8,0200,0080,False,0,384
120a,82d8,11af,119c,False,0,19
1bc0,8010,1bc0,1bb0,False,0,16
8570,0a1e,06cc,0766,False,0,-154
0001,a445,a445,a443,False,0,2
a42e,1fdb,a06e,a06f,False,0,-1
010c,1c25,1c29,1c2f,False,0,-6
8546,0698,0152,0148,False,0,10
8163,ac50,ac50,ac51,False,0,-1
1674,9730,89e0,8978,False,0,104
1624,96b9,88a8,892a,False,0,-130
6cb4,e40b,6b62,6b63,False,0,-1
4400,9812,43ff,43fe,False,0,1
6c04,d563,6bdd,6bdc,False,0,1
0041,198a,198c,199b,False,0,-15
81d0,1c61,1c5a,1c55,False,0,5
83ff,0720,0321,0190,False,0,401
8420,80b2,84d2,8679,False,0,-423
b83c,4811,479a,479b,False,0,-1
08e0,0145,0982,0a31,False,0,-175
0a12,8550,06d4,076a,False,0,-150
d834,5067,d634,d635,False,0,-1
88e0,802e,88f7,89ec,False,0,-245
80ac,8ae0,8b36,8c06,False,-1,816
82f3,959b,95ca,95d3,False,0,-9
8096,9379,938c,93c2,False,0,-54
0208,a3ab,a3a7,a3a5,False,0,2
5c26,d13d,5afd,5afc,False,0,1
0c58,83b8,0ad4,0ac2,False,0,18
879b,0c7b,0928,0929,False,0,-1
8434,05eb,01b7,02dc,False,0,-293
9154,8365,91c1,91ca,False,0,-9
1c59,9346,1ae0,1ae1,False,0,-1
0290,1beb,1c00,1c03,False,0,-3
852c,0552,0026,00c0,False,0,-154
00b2,99e1,99db,99ce,False,0,13
23a0,a343,11d0,12e8,False,0,-280
014f,8def,8d9b,8d45,False,0,86
13bb,813d,1393,1367,False,0,44
0641,85eb,0056,0160,False,0,-266
9ac5,2490,236f,236e,False,0,1
209d,83b6,2096,2095,False,0,1
8d82,03e4,8c89,8c86,False,0,3
82c8,9feb,9ff6,9ff9,False,0,-3
82dd,9c12,9c1d,9c20,False,0,-3
14c9,8160,14b3,149e,False,0,21
82ea,9dd8,9de4,9de6,False,0,-2
0ee5,01d1,0f59,0f9f,False,0,-70
6816,d6d8,67be,67bf,False,0,-1
8b37,093e,83f2,80fc,False,0,758
9cd0,011a,9ccc,9cc6,False,0,6
bc00,2e1a,bb3d,bb3c,False,0,1
6a33,f0d3,ee8c,ee8d,False,0,-1
1150,8aa3,0f4e,0f4f,False,0,-1
09e3,81f4,08e9,0866,False,0,131
1bc5,815e,1bba,1bb0,False,0,10
9da1,022c,9d98,9d95,False,0,3
8061,8749,87aa,88bd,False,-1,749
7574,7ae5,7c00,7cd0,False,0,-208
a56f,1e87,a39a,a39b,False,0,-1
b159,2b97,aee6,aee7,False,0,-1
869a,8242,886e,88de,False,0,-112
43e7,c9c2,c790,c791,False,0,-1
83aa,8ebc,8fa6,8fb1,False,0,-11
87d6,8080,882b,890b,False,0,-224
9769,8275,9790,979d,False,0,-13
77e9,79f6,7c00,7cf5,False,0,-245
8480,8398,880c,8826,False,0,-26
b428,25cb,b397,b396,False,0,1
825b,262e,262c,262b,False,0,1
0c90,8743,097e,097f,False,0,-1
fa04,f7b0,fc00,fcee,False,0,-238
8279,25fc,25fa,25f9,False,0,1
810e,8859,88e0,899c,False,0,-188
92a0,82bf,92f8,930c,False,0,-20
0d71,83c8,0c7f,0c78,False,0,7
fbbe,f46c,fc00,fcfa,False,0,-250
0626,874d,8127,809c,False,0,139
38cc,b1bb,36ba,36bb,False,0,-1
0180,2cd0,2cd0,2cd1,False,0,-1
8a97,8194,8b61,8bfc,False,0,-155
8220,0de6,0d5e,0d22,False,0,60
93db,1488,08d4,0935,False,0,-97
9acb,82bc,9ae1,9ae6,False,0,-5
c1c3,485c,45d6,45d7,False,0,-1
8082,81fb,827d,853e,False,-1,319
81ec,ad31,ad31,ad32,False,0,-1
0a9c,86eb,064d,0726,False,0,-217
9a5b,81f4,9a6b,9a73,False,0,-8
3ed8,d019,cfc4,cfc5,False,0,-1
8908,03a5,866b,871f,False,0,-180
0218,267d,267f,2680,False,0,-1
09d2,812a,093d,0888,False,0,181
a28d,2262,8d60,8cac,False,0,180
9526,0e3b,932e,932f,False,0,-1
0314,8504,81f0,81e8,False,0,8
0366,8b1a,8967,8940,False,0,39
87dd,067f,815e,8178,False,0,-26
1c9b,a492,a2d6,a2d7,False,0,-1
0168,ad1b,ad1b,ad1a,False,0,1
341e,acf7,31c0,31c1,False,0,-1
8c4c,0c3d,803c,8380,False,0,-836
15af,0079,15b7,15d3,False,0,-28
9761,177d,01c0,0300,False,0,-320
00c9,22f6,22f8,22fb,False,0,-3
7823,ee8d,76a3,76a2,False,0,1
02fc,1b8b,1ba3,1ba7,False,0,-4
45e7,bffb,43d0,43d1,False,0,-1
fba2,fb0f,fc00,ff58,False,0,-856
80fb,aa8c,aa8c,aa8d,False,0,-1
8657,80cd,8724,885f,False,-1,709
0306,0d2b,0dec,0e0c,False,0,-32
89b3,006e,897c,8898,False,0,228
8100,2238,2236,2233,False,0,3
f000,4d5b,effb,effa,False,0,1
9828,06f4,97e1,97e0,False,0,1
acb2,231d,ab9d,ab9c,False,0,1
983b,82c2,9851,9856,False,0,-5
1000,8fef,0044,0040,False,0,4
a800,8262,a801,a802,False,0,-1
0160,8c68,8c10,8b78,False,1,-872
0248,862b,83e3,8184,False,0,607
232e,01d1,2332,2334,False,0,-2
10c0,0101,10e0,1110,False,0,-48
00ed,1865,186c,1879,False,0,-13
83a2,08f1,0640,0708,False,0,-200
888c,8000,888c,898c,False,0,-256
7ad4,7212,7c00,7c2c,False,0,-44
2482,98a6,23da,23db,False,0,-1
9f43,00d8,9f40,9f39,False,0,7
8134,a6a7,a6a8,a6aa,False,0,-2
f8ad,f6f8,fc00,fc14,False,0,-20
03b4,2269,2270,2271,False,0,-1
1501,9568,8670,8467,False,0,521
14c9,8a66,13f8,13f9,False,0,-1
a35c,0152,a359,a357,False,0,2
06eb,8409,02e2,0171,False,0,369
9a28,828c,9a3c,9a42,False,0,-6
965d,83c1,9699,969b,False,0,-2
02cc,88e6,8700,8733,False,0,-51
0000,22bd,22bd,22c1,False,0,-4
0164,11e5,1212,123b,False,0,-41
91cb,134a,09fc,0afe,False,0,-258
fb53,f0e6,fc00,fc46,False,0,-70
8040,2d86,2d86,2d85,False,0,1
bc00,2e1b,bb3d,bb3c,False,0,1
b05c,263d,af29,af28,False,0,1
153d,02a6,1567,1572,False,0,-11
dca0,5403,db3e,db3f,False,0,-1
c10e,4c82,4bc0,4bc1,False,0,-1
85e6,0728,0142,0108,False,0,58
88a8,01c5,878b,8737,False,0,84
0d7f,804a,0d6c,0cf6,False,0,118
80d8,23d6,23d4,23d1,False,0,3
182d,8110,1824,1819,False,0,11
a21d,82a7,a222,a224,False,0,-2
9c96,17bf,994c,994d,False,0,-1
e4e5,704e,6f63,6f62,False,0,1
6000,d2ec,5f22,5f23,False,0,-1
7ae8,77cc,7c00,7d67,False,0,-359
0ab5,87d9,0591,06c8,False,0,-311
1550,94ee,0620,0462,False,0,446
bc00,072c,bc00,b800,False,1,0
2457,9d0b,2228,2229,False,0,-1
0ae2,87d2,05f2,06f9,False,0,-263
7388,7a53,7c00,7c1a,False,0,-26
b62b,3d66,3bb6,3bb7,False,0,-1
82dd,1858,1841,183d,False,0,4
1a71,80d0,1a6a,1a5e,False,0,12
2220,8111,221e,221b,False,0,3
063a,835b,02df,0146,False,0,409
84c4,09f6,0728,0794,False,0,-108
8aa6,81f1,8b9e,8c11,False,-1,909
2786,8084,2785,2784,False,0,1
07e3,8d30,8a6e,8a6f,False,0,-1
8851,0040,8831,8741,False,1,-784
1c8b,0260,1c94,1c98,False,0,-4
9284,00fd,9264,9234,False,0,48
4c60,c6af,4968,4969,False,0,-1
1edd,0200,1ee5,1ee9,False,0,-4
990c,019b,98ff,98f6,False,0,9
0593,85c0,802d,81a0,False,0,-371
96f2,00ea,96e3,96cb,False,0,24
9154,83b0,91ca,91cf,False,0,-5
974e,20a2,1f70,1f71,False,0,-1
26af,032d,26b2,26b3,False,0,-1
817d,a504,a505,a507,False,0,-2
7a1a,7460,7c00,7c25,False,0,-37
0298,1bf8,1c06,1c09,False,0,-3
0240,a602,a600,a5ff,False,0,1
975d,0346,9729,9723,False,0,6
1d82,8002,1d82,1d7a,False,0,8
0000,a1c9,a1c9,a1c5,False,0,4
0133,9f0a,9f05,9f00,False,0,5
90da,0358,906f,9064,False,0,11
a5af,2cb8,2a98,2a99,False,0,-1
1b2e,9b67,8720,8439,False,0,743
089d,8817,010c,0030,False,0,220
18c2,97fe,0e18,0f0c,False,0,-244
79ce,7bcf,7c00,7ece,False,0,-718
e2be,6ca4,6b98,6b99,False,0,-1
9572,149b,8ab8,89ae,False,0,266
0001,8ba4,8ba4,8aa4,False,0,256
01dc,ad80,ad80,ad7f,False,0,1
05fd,89ad,855d,86ae,False,0,-337
80ea,81ea,82d4,856a,False,-1,362
80fd,0000,80fd,83e8,False,0,-747
8d1a,0d8c,01c8,0320,False,0,-344
ed8e,7843,7722,7723,False,0,-1
21f8,b41c,b3d8,b3d9,False,0,-1
8114,2e46,2e46,2e45,False,0,1
704a,ea0b,6d8e,6d8f,False,0,-1
3ea3,40ae,4400,4000,False,1,0
81d0,16a1,1684,1672,False,0,18
0000,0768,0768,08b4,False,-1,692
88b3,0544,8422,8611,False,0,-495
1dee,8245,1de5,1de1,False,0,4
8748,0715,8033,8260,False,0,-557
1de4,8001,1de4,1ddc,False,0,8
66d3,7bd7,7c00,7c07,False,0,-7
e394,6394,0000,6400,False,-25,0
794d,7afb,7c00,7e24,False,0,-548
8123,8e06,8e4f,8eaa,False,0,-91
f093,7850,7656,7657,False,0,-1
4f07,d466,d148,d149,False,0,-1
01ae,2f60,2f60,2f61,False,0,-1
112a,a027,9fa9,9fa8,False,0,1
02e6,a261,a25b,a25a,False,0,1
0200,8cf2,8c72,8c32,False,0,64
701e,e7c6,6e4a,6e4b,False,0,-1
805e,a631,a631,a633,False,0,-2
0404,843c,8038,8300,False,0,-712
0a5d,84fc,07be,07df,False,0,-33
8000,83f8,83f8,85fc,False,-1,508
ce6b,5c05,5b3d,5b3c,False,0,1
8153,136a,1340,1315,False,0,43
dc7b,531e,db2e,db2f,False,0,-1
36f7,bd3b,bafa,bafb,False,0,-1
0d76,9036,89ec,8af6,False,0,-266
200b,8124,2009,2006,False,0,3
8434,0597,0163,018c,False,0,-41
a518,8068,a518,a51a,False,0,-2
8004,2172,2172,216e,False,0,4
8910,099f,011e,0078,False,0,166
0908,8372,069e,072c,False,0,-142
8000,8cec,8cec,8d6c,False,0,-128
89a4,0650,84f8,867c,False,0,-388
fb68,f675,fc00,fd51,False,0,-337
11a2,80b8,118b,1156,False,0,53
f012,601a,efa1,efa0,False,0,1
8b2d,80e9,8ba2,8c34,False,-1,878
9259,0267,920c,91f3,False,0,25
824a,9af3,9b05,9b0c,False,0,-7
e361,fbe9,fc00,fc03,False,0,-3
80fe,ab40,ab40,ab41,False,0,-1
0c76,983e,975e,975f,False,0,-1
913c,80be,9154,9188,False,0,-52
912b,0a07,8f52,8f53,False,0,-1
9fdc,1fe9,0340,0006,False,0,826
01d6,a085,a081,a07f,False,0,2
f03c,657d,ef19,ef18,False,0,1
0494,8020,0474,0142,False,1,-206
8662,80cc,872e,8864,False,-1,714
910f,82c3,9167,917b,False,0,-20
c000,09ec,c000,bc00,False,1,0
d485,4b8e,d326,d327,False,0,-1
39ff,c0b7,be6e,be6f,False,0,-1
808f,8ac0,8b08,8be4,False,0,-220
c884,41b3,c62e,c62f,False,0,-1
2e93,80a0,2e93,2e92,False,0,1
010d,8dd7,8d94,8d35,False,0,95
8f77,15b5,13ae,13af,False,0,-1
0162,9e24,9e1e,9e19,False,0,5
2599,8029,2599,2597,False,0,2
8cd6,0e9c,0718,05c6,False,0,338
83cb,1c7f,1c70,1c6f,False,0,1
1c86,02af,1c91,1c93,False,0,-2
7bff,614c,7c00,7c0a,False,0,-10
0a28,8a1a,001c,0300,False,0,-740
54be,ce8f,5234,5235,False,0,-1
88cc,0be9,063a,071d,False,0,-227
22ed,03b0,22f4,22f5,False,0,-1
14c8,82a3,149e,1493,False,0,11
81aa,80fe,82a8,8554,False,-1,340
9ad8,8192,9ae5,9aee,False,0,-9
aa27,82aa,aa28,aa29,False,0,-1
09de,8a06,8050,8100,False,0,-176
9247,12a6,02f8,0030,False,0,712
8b54,81d4,8c1f,8c64,False,0,-69
11ac,83e7,112f,112e,False,0,1
00d2,a430,a42f,a42e,False,0,1
8220,907e,90c2,90e0,False,0,-30
0623,0056,0679,0827,False,-1,594
8088,1067,1056,101e,False,0,56
122c,8014,122a,11eb,False,0,63
0cbb,8c9a,0084,0020,False,0,100
0e18,82c9,0d66,0d3f,False,0,39
94d3,0c53,937c,937d,False,0,-1
029f,07b5,092a,0982,False,0,-88
a165,83b0,a16c,a16d,False,0,-1
009e,0a80,0acf,0ba8,False,0,-217
d000,1a26,d000,cc00,False,1,0
954c,5000,5000,4c00,False,1,0
0211,89df,88d6,885b,False,0,123
0600,89bf,857e,86bf,False,0,-321
0cfd,0088,0d1f,0d8e,False,0,-111
86e2,82ff,88f0,8931,False,0,-65
84a2,06a4,0202,0101,False,0,257
802b,80bc,80e7,8474,False,-1,115
6400,a939,6400,6000,False,1,0
adec,0044,adec,adeb,False,0,1
87e2,80e0,8861,8929,False,0,-200
00f2,267d,267e,267f,False,0,-1
d400,3318,d3f9,d3f8,False,0,1
5cbe,d285,5bdb,5bda,False,0,1
02c0,17c4,17f0,17fa,False,0,-10
8086,8e8b,8eac,8f1c,False,0,-112
0000,2610,2610,2612,False,0,-2
03a0,8c18,8a60,8a48,False,0,24
0ba2,8777,07cd,07e6,False,0,-25
083a,85c0,02b4,00ad,False,0,519
5c00,b078,5bff,5bfe,False,0,1
74ee,79b0,7c00,7c14,False,0,-20
8260,06f5,0495,01e2,False,1,-333
9bad,000e,9bad,9b9d,False,0,16
27bb,b467,b3d7,b3d6,False,0,1
2313,8142,2310,230e,False,0,2
0b8e,9453,92c2,92c3,False,0,-1
193a,819d,192d,1924,False,0,9
a4ee,1bce,a3e8,a3e9,False,0,-1
0241,81ac,0095,00a8,False,0,-19
19da,80cb,19d4,19c7,False,0,13
c6de,5015,4e72,4e73,False,0,-1
fb64,f172,fc00,fc60,False,0,-96
01da,1038,1073,1096,False,0,-35
8100,a361,a363,a366,False,0,-3
488b,d0e3,cf80,cf81,False,0,-1
a503,24e3,9000,9100,False,0,-256
101c,8f06,04c8,0499,False,0,47
68ff,f01a,edb4,edb5,False,0,-1
9e6a,0031,9e69,9e62,False,0,7
5000,9832,5000,4c00,False,1,0
790e,7bb4,7c00,7e61,False,0,-609
028f,8384,80f5,83a8,False,0,-691
0ca8,852b,0aba,0abb,False,0,-1
f420,fb79,fc00,fcc4,False,0,-196
8168,891e,89d2,8a78,False,0,-166
81c6,2148,2144,2142,False,0,2
0cd3,803a,0cc4,0c4c,False,0,120
92c2,0204,9282,9262,False,0,32
800c,87b0,87bc,88db,False,-1,737
e81c,5b19,e755,e754,False,0,1
961b,1d62,1bb6,1bb7,False,0,-1
0000,9121,9121,90e1,False,0,64
bc00,1950,bbfb,bbfa,False,0,1
fbe8,f3f4,fc00,fcf2,False,0,-242
06b9,0008,06c1,085e,False,-1,611
940c,8373,9443,9448,False,0,-5
88fd,0448,85b2,86d9,False,0,-295
8df5,8030,8e01,8e7b,False,0,-122
0027,82f7,82d0,81a0,False,0,304
131f,00d4,133a,136c,False,0,-50
2839,98fc,27d2,27d3,False,0,-1
0142,8590,844e,8178,False,1,-298
8200,9df8,9e00,9e04,False,0,-4
804d,a4d0,a4d0,a4d2,False,0,-2
0084,9ad6,9ad2,9ac4,False,0,14
1813,02a4,1828,182e,False,0,-6
f73d,f880,fc00,fc0f,False,0,-15
0b50,8b38,0030,0200,False,0,-464
efe5,7868,76d7,76d6,False,0,1
8188,141c,1404,13e0,False,1,-988
2035,90ba,1fd3,1fd2,False,0,1
07f2,827c,0576,04b4,False,0,194
1a9e,0385,1aba,1abc,False,0,-2
82d8,8dbc,8e72,8e97,False,0,-37
8d4a,0e84,04e8,053a,False,0,-82
883a,83cf,8a22,8a2e,False,0,-12
0ab1,0276,0bec,0c27,False,-1,965
9940,19e4,0d20,0e90,False,0,-368
2369,807a,2368,2365,False,0,3
75f0,7935,7c00,7c16,False,0,-22
3a06,ba10,9d00,9e80,False,0,-384
880f,0943,0268,009a,False,0,462
1c2c,0210,1c34,1c38,False,0,-4
ed4d,fbd9,fc00,fc41,False,0,-65
806a,a0e8,a0e9,a0ec,False,0,-3
9ad0,8018,9ad1,9ae0,False,0,-15
959c,8037,959f,95be,False,0,-31
0000,17a7,17a7,17c7,False,0,-32
9851,025e,983e,9838,False,0,6
b178,29fb,aff2,aff3,False,0,-1
0055,9c18,9c17,9c0f,False,0,8
0054,223c,223d,2240,False,0,-3
8640,0628,8018,8200,False,0,-488
030c,262c,262f,2630,False,0,-1
0272,276f,2771,2772,False,0,-1
0203,81a6,005d,01d0,False,0,-371
8926,0702,834a,80d2,False,0,632
183c,0290,1850,1856,False,0,-6
1017,8dd6,08b0,0a58,False,0,-424
d900,532b,d66a,d66b,False,0,-1
8ebe,02c1,8e0e,8de6,False,0,40
b4d6,4800,47b3,47b2,False,0,1
8098,9b78,9b7d,9b8a,False,0,-13
9393,1880,1536,1537,False,0,-1
1dbb,9d88,0a60,0866,False,0,506
02f5,aacf,aace,aacd,False,0,1
8004,8e4c,8e4d,8ecc,False,0,-127
0d58,0327,0e22,0e3d,False,0,-27
5418,c53c,5388,5389,False,0,-1
349e,c08e,bff4,bff5,False,0,-1
7a79,77d8,7c00,7d32,False,0,-306
1512,83a8,14d8,14d5,False,0,3
944e,09de,9324,9325,False,0,-1
9d85,2866,276b,276a,False,0,1
817c,229c,2299,2297,False,0,2
0116,18a5,18ae,18b9,False,0,-11
0131,8883,87d5,8737,False,0,158
ccf9,5c00,5b61,5b60,False,0,1
09e3,0348,0b87,0bb5,False,0,-46
0218,1279,12bc,12da,False,0,-30
8178,95ca,95e2,95f6,False,0,-20
03c1,0c05,0cf5,0cfd,False,0,-8
5718,4b3d,5800,5400,False,1,0
0f4c,01ed,0fc7,1005,False,-1,962
84b3,07ba,0307,0184,False,0,387
66bc,7bec,7c00,7c11,False,0,-17
d36b,59bd,57c4,57c5,False,0,-1
1e25,81d8,1e1e,1e19,False,0,5
0318,0000,0318,058c,False,-1,396
1974,98a0,0ea0,0f50,False,0,-176
098b,8bf0,84ca,8665,False,0,-411
3c0f,b0d6,3ae8,3ae9,False,0,-1
8838,8011,8840,893c,False,0,-252
23e5,81ff,23e1,23df,False,0,2
19ae,d800,d800,d400,False,1,0
008d,9381,936f,9338,False,0,55
2aa0,8021,2aa0,2a9f,False,0,1
383f,c0b0,bf40,bf41,False,0,-1
1bae,0032,1bb0,1bbf,False,0,-15
85b1,8381,8899,88b9,False,0,-32
823b,2876,2875,2874,False,0,1
967d,0244,9659,964b,False,0,14
0360,0996,0b46,0b6e,False,0,-40
28d5,9fde,27b2,27b3,False,0,-1
783e,eb4c,7792,7793,False,0,-1
af25,381a,366b,366a,False,0,1
8038,07ea,07b2,05ce,False,0,484
8133,a58b,a58c,a58e,False,0,-2
16e6,986a,8fb8,8fdc,False,0,-36
01dd,08da,09c8,0a51,False,0,-137
a050,20b8,1280,1340,False,0,-192
3885,ad1e,37c2,37c3,False,0,-1
05fd,8690,8093,8098,False,0,-5
1c4c,9c5c,8400,8410,False,0,-16
9669,0126,9657,9640,False,0,23
85a5,10af,0ff5,0ff4,False,0,1
8001,8a19,8a1a,8b19,False,0,-255
87d3,8038,8806,88f8,False,0,-242
0275,a28c,a287,a286,False,0,1
82d1,1053,0ff2,0fcc,False,0,38
35a5,aff3,3350,3351,False,0,-1
6d30,7bbf,7c00,7c32,False,0,-50
012c,0b2d,0bc3,0c3c,False,-1,903
07d3,88a2,8171,81c4,False,0,-83
0506,0210,0716,0807,False,-1,783
5406,c114,53bb,53ba,False,0,1
84d7,8000,84d7,86d7,False,0,-512
00e0,12b8,12d4,1306,False,0,-50
822d,1724,1701,16f3,False,0,14
8041,16be,16ba,169c,False,0,30
1e7a,832f,1e6d,1e6c,False,0,1
7a7e,7363,7c00,7c2b,False,0,-43
06d2,81be,0514,01fa,False,1,-230
012f,1db0,1db5,1dba,False,0,-5
b933,3117,b7da,b7db,False,0,-1
9d9c,8211,9da4,9da8,False,0,-4
2403,01ae,2405,2406,False,0,-1
13a0,03ae,140b,140d,False,0,-2
9120,0f0b,8a6a,8b35,False,0,-203
81e1,195a,194b,1942,False,0,9
01b8,a5ec,a5ea,a5e9,False,0,1
8c40,0340,8ae0,8ab0,False,0,48
008b,a668,a667,a666,False,0,1
1530,0334,1563,156a,False,0,-7
9f3e,820a,9f46,9f4a,False,0,-4
129a,9272,0140,0100,False,0,64
12ce,9ccd,9be6,9be7,False,0,-1
0048,9d40,9d3f,9d37,False,0,8
0170,1016,1044,106d,False,0,-41
80f3,0cf1,0cb4,0c53,False,0,97
8054,908c,9096,90d1,False,0,-59
9d9f,0134,9d9a,9d95,False,0,5
5000,bdd8,4fa2,4fa3,False,0,-1
8d9e,0dd0,00c8,0240,False,0,-376
8867,81cc,894d,89da,False,0,-141
c5b0,3f5b,c3b2,c3b3,False,0,-1
8de0,0ea8,0320,0064,False,0,700
100b,8ea1,05d4,04ba,False,0,282
0c03,8723,0874,0875,False,0,-1
a5b3,81ce,a5b5,a5b6,False,0,-1
893d,0000,893d,883d,False,0,256
48c7,c237,4672,4673,False,0,-1
a97c,0265,a97b,a97a,False,0,1
82ba,0550,0296,03cc,False,0,-310
2c77,b446,b250,b251,False,0,-1
9320,8021,9324,9362,False,0,-62
1952,01ec,1961,196a,False,0,-9
8122,163a,1628,1611,False,0,23
1fca,0384,1fd8,1fd9,False,0,-1
81a2,2c6c,2c6c,2c6b,False,0,1
5dd0,d763,5bee,5bef,False,0,-1
b2b9,4016,3f55,3f54,False,0,1
6d30,7b86,7c00,7c16,False,0,-22
906e,005e,9062,9028,False,0,58
03b0,0d66,0e52,0e5c,False,0,-10
154c,959e,8520,8452,False,0,206
8836,06c0,81ac,82b0,False,0,-260
8c0c,082a,87dc,85f7,False,0,485
b6db,3d96,3bbe,3bbf,False,0,-1
82c0,0912,0764,0762,False,0,2
83e2,1b69,1b4a,1b49,False,0,1
6ceb,e7ab,6a00,6a01,False,0,-1
082e,8412,044a,0625,False,0,-475
69ff,f165,efca,efcb,False,0,-1
83d7,06e0,0309,017a,False,0,399
b38e,3c44,3aa4,3aa5,False,0,-1
2d1e,ad32,9500,9540,False,0,-64
9499,8195,94b2,94c6,False,0,-20
10e5,8001,10e5,10a5,False,0,64
1e56,02ba,1e61,1e63,False,0,-2
03f0,9316,9298,9297,False,0,1
137e,92d2,0560,04ac,False,0,180
9065,8214,90a8,90c6,False,0,-30
1971,9a13,8d10,8e88,False,0,-376
fb86,f537,fc00,fd11,False,0,-273
835f,8e44,8f1c,8f30,False,0,-20
1b2c,9b74,8880,8890,False,0,-16
0470,851c,80ac,8160,False,0,-180
0078,0280,02f8,057c,False,-1,380
81ef,0eb2,0e36,0df4,False,0,66
3730,2a7e,3800,3400,False,1,0
84fe,0030,84ce,8173,False,1,-165
05b7,85ee,8037,82e0,False,0,-681
8ad2,06e4,86c0,8760,False,0,-160
02ac,9aa0,9a8b,9a85,False,0,6
0a10,85f2,062e,0717,False,0,-233
8c4b,816c,8ca6,8cf8,False,0,-82
